t,alt
0,0.0
1,0.8
2,2.0
3,10.6
4,31.7
5,42.5
6,42.8
7,38.3
8,34.6
9,32.4
10,31.4
11,32.0
12,34.4
13,35.2
14,34.3
15,34.3
16,32.5
17,32.4
18,32.7
19,31.9
20,30.7
21,28.9
22,27.5
23,27.9
24,26.9
25,24.7
26,25.1
27,26.1
28,26.0
29,24.4
30,23.5
31,22.6
32,21.1
33,19.2
34,18.2
35,17.8
36,18.0
37,17.3
38,16.3
39,15.6
40,16.3
41,16.9
42,15.7
43,13.2
44,13.0
45,12.8
46,12.1
47,10.8
48,10.7
49,11.1
50,10.0
51,9.1
52,7.5
53,6.9
54,7.4
55,6.3
56,4.5
57,4.5
58,3.7
59,2.7
60,3.8
61,3.4
62,2.9
63,2.3
64,1.5
65,1.4
66,0.8
67,0.7
68,0.6
69,0.2
70,0.2
