t,alt
0,1.2
1,1.3
2,2.4
3,11.8
4,30.9
5,41.6
6,43.3
7,42.9
8,40.9
9,40.0
10,41.5
11,43.6
12,43.2
13,43.1
14,43.0
15,45.1
16,44.6
17,43.4
18,45.0
19,46.3
20,45.9
21,42.6
22,40.3
23,38.8
24,39.6
25,40.2
26,40.4
27,39.5
28,35.7
29,33.1
30,33.6
31,31.2
32,30.7
33,30.9
34,29.5
35,27.0
36,24.5
37,23.4
38,23.5
39,24.0
40,23.6
41,22.3
42,22.5
43,21.6
44,20.5
45,19.3
46,18.5
47,16.7
48,13.3
49,11.0
50,11.7
51,10.9
52,10.2
53,10.5
54,10.3
55,10.3
56,9.8
57,8.1
58,6.8
59,5.3
60,4.9
61,5.5
62,5.4
63,4.5
64,4.3
65,4.6
66,4.7
67,4.4
68,3.8
69,3.9
70,3.4
71,3.3
72,3.2
73,2.8
74,2.0
75,1.1
76,1.1
77,1.1
78,1.1
79,1.1
80,1.1
81,1.1
