t,alt
0,0.8
1,0.8
2,1.3
3,3.1
4,19.8
5,39.1
6,40.2
7,40.5
8,40.0
9,38.9
10,38.8
11,38.2
12,36.6
13,36.1
14,35.6
15,35.1
16,34.4
17,34.0
18,34.1
19,33.5
20,30.7
21,28.7
22,27.7
23,27.1
24,27.0
25,28.1
26,29.9
27,29.7
28,28.6
29,28.3
30,28.1
31,28.5
32,26.4
33,25.5
34,26.0
35,23.9
36,23.0
37,23.1
38,22.8
39,22.6
40,22.9
41,22.6
42,21.5
43,20.9
44,20.4
45,20.8
46,18.5
47,18.5
48,18.9
49,18.3
50,18.2
51,18.3
52,17.3
53,15.6
54,15.1
55,15.8
56,16.1
57,15.8
58,14.9
59,14.4
60,14.7
61,13.0
62,11.6
63,11.3
64,10.7
65,10.2
66,10.8
67,10.0
68,9.4
69,8.8
70,9.1
71,8.8
72,7.4
73,5.2
74,5.4
75,4.6
76,3.6
77,4.3
78,4.4
79,3.0
80,2.3
81,2.0
82,0.9
83,1.3
84,1.4
85,1.4
86,1.5
87,1.3
88,0.9
89,1.4
90,1.2
91,1.2
92,1.2
93,1.2
94,1.2
95,1.2
96,1.2
97,1.4
98,1.7
99,1.7
100,1.7
101,1.7
102,1.7
103,1.7
104,1.6
105,1.5
106,1.5
107,1.1
108,0.9
109,0.7
110,1.2
111,1.1
112,0.8
113,0.8
114,0.8
115,0.8
116,0.9
117,0.8
118,0.7
119,0.7
120,0.6
121,0.7
122,0.6
123,0.7
124,0.0
125,0.7
