t,alt
0,0.5
1,0.6
2,0.8
3,2.0
4,19.2
5,32.1
6,39.6
7,38.4
8,36.5
9,36.6
10,36.0
11,34.7
12,32.7
13,31.9
14,32.6
15,34.5
16,35.5
17,36.1
18,36.2
19,36.1
20,35.4
21,34.3
22,35.0
23,35.1
24,35.2
25,36.0
26,36.5
27,36.7
28,36.4
29,35.9
30,36.3
31,36.2
32,36.1
33,36.2
34,35.7
35,33.9
36,32.6
37,33.6
38,34.0
39,33.2
40,30.9
41,29.4
42,29.1
43,31.0
44,32.5
45,32.9
46,33.3
47,33.7
48,34.4
49,34.2
50,33.8
51,33.8
52,34.6
53,34.9
54,34.5
55,34.8
56,35.8
57,35.9
58,35.4
59,35.0
60,35.3
61,35.4
62,35.5
63,35.9
64,35.6
65,36.2
66,34.4
67,32.0
68,32.5
69,34.1
70,35.5
71,35.4
72,34.7
73,34.9
74,34.4
75,34.5
76,35.8
77,36.2
78,35.7
79,35.4
80,34.5
81,35.0
82,35.3
83,35.8
84,36.7
85,35.5
86,35.2
87,36.7
88,35.8
89,36.1
90,36.2
91,36.3
92,36.0
93,36.3
94,36.0
95,35.2
96,33.9
97,34.1
98,34.6
99,33.0
100,31.8
101,32.2
102,31.6
103,30.9
104,30.5
105,28.8
106,28.3
107,28.3
108,27.2
109,26.4
110,26.9
111,27.1
112,25.9
113,25.6
114,25.6
115,25.0
116,25.1
117,23.4
118,23.3
119,24.4
120,23.8
121,23.0
122,23.1
123,22.6
124,22.6
125,22.7
126,22.1
127,21.4
128,21.2
129,20.9
130,20.4
131,19.9
132,19.8
133,19.5
134,17.2
135,16.9
136,17.2
137,15.8
138,15.4
139,14.4
140,14.6
141,14.4
142,13.5
143,13.0
144,12.5
145,11.3
146,11.3
147,10.9
148,11.0
149,10.8
150,10.6
151,9.6
152,7.7
153,5.8
154,4.9
155,4.6
156,4.1
157,4.0
158,4.2
159,3.0
160,2.6
161,2.0
162,1.4
163,1.4
164,1.7
