t,alt
0,0.0
1,0.5
2,0.6
3,2.3
4,12.6
5,30.7
6,39.8
7,42.3
8,42.3
9,41.6
10,40.2
11,40.2
12,38.9
13,37.8
14,36.3
15,35.6
16,35.3
17,35.2
18,34.0
19,32.1
20,31.2
21,32.7
22,33.7
23,32.8
24,30.8
25,30.8
26,30.9
27,30.2
28,28.8
29,28.5
30,28.3
31,27.1
32,26.3
33,25.6
34,24.4
35,22.8
36,20.4
37,19.1
38,19.0
39,19.8
40,19.2
41,17.2
42,16.1
43,14.7
44,14.5
45,14.7
46,15.0
47,13.6
48,11.3
49,10.2
50,9.6
51,9.2
52,8.2
53,8.6
54,9.4
55,8.7
56,8.6
57,7.8
58,6.2
59,5.2
60,4.8
61,2.6
62,1.6
63,2.2
64,2.0
65,1.0
66,1.4
67,1.2
68,1.3
69,1.2
70,1.2
71,1.2
72,1.3
73,0.7
74,0.6
