t,alt
0,0.1
1,0.1
2,0.1
3,0.2
4,0.8
5,2.4
6,28.7
7,37.2
8,38.1
9,36.3
10,36.1
11,36.1
12,35.7
13,34.3
14,32.1
15,30.5
16,28.8
17,27.7
18,26.4
19,25.7
20,25.4
21,26.5
22,27.0
23,25.4
24,24.4
25,24.0
26,25.0
27,23.8
28,18.8
29,14.7
30,15.4
31,16.5
32,18.2
33,18.4
34,18.1
35,17.6
36,16.9
37,17.0
38,15.5
39,14.9
40,15.3
41,15.0
42,14.6
43,15.1
44,15.5
45,16.0
46,15.6
47,13.6
48,13.2
49,13.1
50,11.1
51,7.1
52,6.5
53,3.0
54,3.8
55,5.3
56,4.6
57,4.9
58,4.5
59,4.1
60,3.6
61,2.8
62,2.4
63,3.1
64,1.8
65,1.4
66,0.9
67,0.4
68,0.4
69,0.4
70,0.3
71,0.3
