t,alt
0,1.1
1,1.1
2,1.1
3,1.2
4,2.4
5,11.1
6,34.0
7,44.7
8,45.2
9,43.7
10,42.4
11,43.2
12,42.6
13,40.3
14,39.9
15,40.9
16,39.9
17,38.1
18,38.0
19,37.8
20,35.9
21,33.7
22,32.8
23,33.9
24,34.6
25,33.8
26,31.7
27,31.2
28,31.4
29,31.7
30,30.2
31,28.3
32,27.7
33,28.0
34,27.8
35,27.8
36,27.5
37,26.5
38,24.6
39,23.5
40,22.1
41,20.8
42,21.1
43,21.0
44,18.8
45,17.7
46,16.5
47,14.8
48,13.0
49,12.5
50,12.7
51,13.2
52,12.5
53,12.7
54,12.7
55,11.8
56,10.8
57,11.1
58,10.8
59,10.6
60,10.9
61,9.2
62,9.0
63,9.3
64,9.4
65,9.0
66,8.2
67,5.8
68,3.8
69,3.2
70,2.6
71,2.5
72,4.0
73,4.4
74,4.2
75,3.7
76,3.2
77,2.1
78,1.6
79,2.2
80,1.4
81,1.8
82,2.0
83,2.2
84,2.0
85,2.0
86,2.0
