t,alt
0,1.7
1,1.2
2,1.1
3,1.0
4,2.6
5,9.3
6,24.8
7,31.9
8,32.1
9,29.9
10,26.4
11,24.9
12,23.3
13,20.9
14,14.6
15,8.8
16,9.6
17,10.8
18,8.8
19,8.8
20,5.7
21,6.1
22,7.6
23,6.8
24,4.7
25,3.6
26,3.9
27,4.3
28,3.3
29,2.8
30,2.5
31,2.1
32,2.7
33,2.3
34,1.9
35,2.0
36,1.7
37,0.0
38,2.0
39,1.4
40,0.8
41,1.0
42,1.3
43,1.2
44,1.6
45,2.9
46,17.9
47,28.1
48,29.9
49,29.7
50,25.6
51,23.7
52,20.0
53,20.6
54,18.6
55,10.8
56,7.9
57,9.5
58,7.9
59,4.9
60,4.7
61,3.2
62,2.7
63,3.4
64,4.1
65,4.9
66,4.8
67,3.9
68,3.4
69,3.6
70,2.8
71,2.3
72,2.7
73,1.9
74,1.8
75,1.0
76,1.7
77,2.0
78,2.0
