t,alt
0,0.6
1,0.6
2,0.9
3,1.4
4,4.4
5,21.3
6,38.4
7,43.9
8,41.9
9,39.4
10,39.4
11,39.8
12,39.5
13,37.4
14,35.5
15,33.3
16,31.2
17,29.8
18,29.4
19,29.2
20,29.8
21,30.5
22,30.3
23,29.4
24,28.5
25,27.9
26,28.0
27,27.1
28,26.0
29,24.9
30,23.6
31,22.8
32,22.4
33,22.6
34,23.8
35,24.2
36,22.2
37,21.1
38,20.6
39,20.3
40,20.5
41,18.6
42,16.5
43,16.8
44,17.2
45,15.1
46,11.9
47,11.5
48,12.2
49,12.7
50,11.8
51,10.8
52,10.7
53,10.2
54,9.7
55,9.7
56,7.8
57,7.4
58,6.9
59,5.8
60,3.4
61,3.8
62,3.4
63,2.6
64,2.3
65,1.9
66,1.9
67,2.0
68,0.8
69,1.2
70,1.3
71,1.6
72,1.4
