t,alt
0,1.5
1,1.5
2,2.3
3,2.8
4,23.6
5,38.0
6,40.7
7,38.2
8,35.4
9,35.0
10,33.3
11,32.6
12,33.4
13,33.6
14,33.3
15,31.8
16,31.0
17,30.7
18,30.5
19,31.0
20,30.5
21,29.0
22,28.8
23,28.6
24,29.2
25,29.8
26,29.5
27,28.0
28,27.7
29,28.1
30,27.6
31,26.5
32,26.2
33,24.8
34,22.7
35,22.2
36,22.4
37,23.0
38,22.4
39,21.9
40,19.9
41,17.7
42,18.0
43,19.2
44,19.4
45,18.2
46,18.3
47,18.5
48,18.8
49,17.7
50,17.6
51,17.2
52,16.6
53,16.9
54,17.4
55,17.4
56,16.9
57,15.0
58,14.2
59,14.9
60,14.8
61,14.5
62,14.4
63,13.4
64,11.7
65,11.7
66,10.4
67,10.0
68,9.3
69,8.2
70,7.5
71,7.5
72,7.6
73,7.5
74,6.7
75,5.7
76,5.2
77,5.1
78,4.8
79,4.8
80,4.9
81,4.6
82,4.1
83,4.5
84,4.8
85,4.5
86,4.5
87,3.4
88,2.9
89,3.2
90,1.6
91,1.4
92,1.4
