t,alt
0,0.0
1,0.8
2,1.2
3,1.0
4,25.5
5,39.9
6,42.5
7,41.3
8,40.0
9,39.0
10,40.3
11,40.4
12,38.0
13,38.2
14,38.5
15,37.0
16,35.0
17,33.8
18,35.6
19,36.0
20,35.0
21,33.0
22,30.8
23,30.3
24,31.4
25,31.7
26,30.9
27,31.0
28,31.8
29,31.3
30,28.6
31,26.9
32,26.5
33,25.6
34,24.3
35,23.9
36,23.6
37,23.7
38,23.6
39,22.5
40,19.7
41,19.0
42,19.5
43,20.2
44,19.2
45,18.9
46,18.2
47,16.6
48,14.4
49,13.3
50,14.0
51,13.0
52,11.3
53,9.7
54,8.4
55,8.8
56,6.4
57,4.5
58,3.8
59,2.8
60,3.9
61,4.1
62,3.8
63,3.2
64,2.7
65,1.8
66,1.7
67,1.0
68,1.4
