t,alt
0,0.2
1,0.2
2,0.7
3,3.1
4,18.8
5,40.9
6,42.2
7,40.5
8,40.8
9,40.9
10,39.2
11,37.8
12,36.8
13,35.0
14,34.0
15,30.5
16,29.0
17,29.1
18,29.1
19,27.6
20,26.3
21,26.1
22,25.4
23,25.7
24,25.8
25,26.2
26,23.2
27,18.1
28,16.9
29,19.6
30,20.6
31,20.5
32,19.4
33,17.3
34,14.3
35,13.3
36,14.3
37,13.4
38,13.5
39,13.5
40,13.1
41,10.6
42,10.0
43,11.1
44,10.0
45,10.5
46,9.6
47,7.9
48,8.2
49,8.4
50,8.5
51,8.6
52,7.1
53,5.1
54,5.9
55,6.3
56,4.8
57,3.3
58,3.8
59,4.1
60,3.4
61,3.8
62,3.6
63,3.6
64,1.0
65,1.0
66,-0.2
67,0.0
68,0.0
69,0.0
