t,alt
0,0.0
1,0.3
2,1.5
3,7.9
4,29.2
5,43.0
6,48.0
7,46.2
8,44.5
9,42.9
10,43.6
11,44.4
12,44.1
13,43.3
14,42.8
15,42.4
16,43.9
17,42.9
18,43.0
19,42.6
20,41.2
21,37.7
22,35.2
23,33.3
24,32.4
25,33.8
26,34.2
27,31.8
28,29.4
29,28.8
30,29.8
31,29.4
32,27.6
33,27.9
34,28.4
35,26.8
36,24.9
37,25.7
38,23.3
39,24.2
40,22.6
41,22.8
42,22.8
43,21.9
44,20.4
45,19.7
46,19.1
47,18.6
48,18.7
49,17.9
50,18.7
51,17.6
52,15.8
53,14.2
54,12.8
55,12.2
56,9.2
57,11.0
58,12.7
59,12.9
60,11.8
61,11.7
62,12.5
63,12.9
64,12.3
65,12.2
66,11.5
67,11.1
68,9.9
69,7.8
70,8.1
71,9.3
72,8.2
73,6.3
74,6.1
75,6.9
76,7.1
77,6.8
78,6.0
79,5.6
80,5.4
81,3.0
82,3.1
83,3.1
84,2.7
85,2.2
86,2.3
87,2.3
88,1.0
89,0.7
90,0.7
91,1.1
92,1.1
