t,alt
0,0.0
1,1.3
2,2.0
3,3.5
4,26.9
5,42.2
6,45.4
7,43.2
8,39.6
9,37.2
10,35.9
11,34.7
12,34.6
13,35.0
14,35.9
15,36.0
16,35.5
17,35.3
18,34.8
19,33.2
20,32.2
21,31.5
22,31.1
23,30.6
24,30.7
25,30.5
26,29.7
27,29.5
28,30.0
29,29.9
30,29.3
31,28.5
32,27.9
33,27.3
34,26.8
35,26.6
36,26.0
37,25.6
38,25.0
39,24.4
40,23.6
41,22.9
42,22.4
43,21.6
44,21.4
45,21.0
46,19.7
47,18.7
48,18.0
49,16.1
50,14.7
51,13.9
52,14.3
53,15.1
54,15.6
55,15.5
56,14.6
57,13.2
58,12.9
59,11.9
60,10.5
61,9.6
62,9.2
63,7.7
64,7.1
65,6.2
66,5.6
67,4.6
68,3.1
69,3.8
70,2.8
71,2.7
72,2.4
73,1.9
74,2.0
75,1.9
76,2.0
