t,alt
0,0.9
1,0.9
2,1.3
3,2.5
4,14.2
5,33.7
6,42.6
7,43.9
8,42.9
9,40.1
10,37.1
11,35.3
12,35.7
13,35.9
14,35.9
15,36.2
16,35.7
17,34.5
18,33.7
19,32.9
20,32.1
21,30.9
22,30.2
23,30.5
24,30.6
25,29.6
26,29.1
27,27.6
28,27.5
29,28.4
30,28.6
31,28.1
32,26.4
33,24.7
34,22.9
35,22.7
36,22.8
37,21.6
38,19.9
39,17.9
40,17.7
41,18.4
42,18.1
43,16.5
44,15.5
45,15.1
46,14.1
47,13.5
48,11.9
49,9.1
50,6.9
51,6.7
52,5.8
53,6.4
54,7.6
55,6.9
56,6.1
57,6.5
58,6.7
59,5.4
60,4.2
61,4.1
62,3.3
63,2.9
64,3.4
65,2.8
66,2.1
67,2.3
68,1.0
69,1.7
70,1.7
71,1.7
