t,alt
0,0.6
1,0.6
2,0.6
3,1.8
4,5.2
5,26.9
6,45.2
7,45.1
8,43.7
9,43.3
10,43.7
11,43.2
12,43.2
13,43.0
14,41.3
15,40.7
16,40.3
17,39.4
18,38.9
19,38.4
20,37.6
21,37.5
22,37.3
23,36.0
24,35.0
25,35.0
26,35.0
27,34.9
28,34.2
29,32.2
30,31.4
31,31.7
32,32.0
33,31.2
34,29.5
35,28.6
36,28.5
37,29.2
38,28.0
39,27.1
40,26.5
41,26.3
42,25.5
43,24.7
44,25.0
45,24.7
46,23.4
47,21.4
48,21.3
49,22.8
50,21.9
51,20.9
52,20.6
53,21.6
54,21.5
55,20.9
56,19.7
57,19.6
58,20.3
59,20.2
60,20.0
61,19.3
62,19.0
63,18.5
64,18.7
65,17.4
66,16.9
67,18.1
68,17.9
69,15.7
70,14.8
71,14.1
72,13.7
73,12.6
74,11.5
75,11.4
76,12.3
77,11.6
78,11.4
79,10.9
80,10.2
81,9.4
82,9.6
83,10.0
84,9.4
85,8.9
86,8.7
87,7.8
88,6.8
89,5.8
90,5.3
91,4.9
92,4.7
93,4.6
94,3.1
95,1.9
96,1.7
97,2.1
98,1.8
99,1.0
100,1.1
101,1.2
102,1.3
