t,alt
0,0.5
1,0.5
2,0.6
3,1.2
4,6.3
5,29.0
6,40.9
7,44.6
8,43.4
9,39.3
10,35.8
11,32.8
12,31.9
13,29.1
14,31.0
15,31.8
16,30.1
17,28.1
18,26.0
19,28.8
20,31.1
21,30.6
22,28.3
23,25.5
24,23.4
25,23.3
26,22.8
27,22.5
28,21.6
29,21.6
30,21.6
31,21.7
32,22.0
33,21.6
34,20.9
35,19.5
36,17.2
37,17.2
38,17.2
39,17.1
40,15.8
41,14.7
42,15.0
43,16.6
44,17.3
45,16.8
46,17.0
47,17.2
48,15.9
49,14.4
50,13.5
51,13.3
52,14.7
53,14.9
54,13.6
55,13.5
56,12.7
57,8.9
58,5.7
59,3.9
60,4.3
61,3.8
62,5.0
63,7.0
64,7.5
65,6.3
66,4.9
67,4.9
68,4.1
69,2.8
70,3.3
71,3.4
72,0.5
73,0.3
74,0.3
75,0.3
76,0.3
77,0.3
78,0.3
79,0.2
80,0.2
81,0.2
82,0.2
83,0.2
84,0.2
85,0.2
