t,alt
0,0.4
1,0.5
2,0.8
3,1.6
4,16.3
5,31.1
6,40.5
7,43.5
8,43.8
9,41.4
10,38.8
11,37.1
12,37.1
13,37.2
14,36.8
15,35.7
16,34.3
17,33.5
18,34.6
19,35.1
20,33.6
21,31.6
22,31.1
23,30.2
24,30.8
25,31.9
26,30.5
27,26.1
28,22.5
29,23.6
30,26.3
31,27.0
32,25.9
33,23.6
34,23.2
35,23.1
36,23.6
37,22.5
38,20.9
39,20.1
40,19.3
41,14.6
42,14.2
43,16.7
44,18.1
45,17.3
46,14.7
47,12.5
48,14.4
49,14.9
50,13.9
51,14.8
52,14.2
53,13.3
54,12.6
55,11.7
56,10.5
57,7.5
58,7.8
59,10.2
60,9.7
61,7.9
62,5.9
63,5.6
64,6.0
65,5.6
66,5.3
67,4.5
68,3.9
69,2.6
70,2.1
71,1.4
72,1.2
73,1.8
74,1.6
75,1.6
76,1.6
