t,alt
0,0.9
1,0.9
2,0.9
3,1.7
4,3.0
5,23.8
6,34.8
7,40.7
8,39.5
9,37.3
10,38.0
11,38.7
12,38.0
13,35.8
14,34.3
15,33.6
16,33.6
17,34.0
18,34.2
19,34.1
20,33.9
21,33.2
22,31.7
23,31.6
24,31.9
25,30.6
26,29.9
27,29.2
28,28.7
29,28.6
30,27.7
31,27.8
32,28.4
33,28.8
34,28.3
35,27.6
36,27.5
37,26.0
38,24.8
39,24.2
40,23.8
41,23.5
42,22.8
43,23.2
44,22.9
45,21.6
46,20.3
47,20.1
48,19.2
49,19.5
50,19.7
51,19.2
52,17.8
53,17.1
54,17.1
55,16.8
56,17.1
57,17.0
58,15.8
59,14.9
60,15.2
61,15.8
62,14.2
63,12.6
64,12.1
65,11.4
66,11.0
67,10.8
68,11.6
69,10.4
70,8.2
71,6.4
72,6.1
73,6.4
74,6.3
75,6.0
76,5.7
77,4.5
78,3.3
79,3.5
80,3.5
81,2.6
82,1.8
83,2.5
84,1.5
85,1.6
86,1.8
87,1.6
88,1.7
89,1.7
