t,alt
0,0.0
1,1.6
2,1.7
3,2.7
4,9.1
5,29.3
6,39.0
7,41.7
8,39.6
9,38.7
10,37.7
11,37.4
12,37.5
13,37.6
14,37.4
15,36.6
16,36.2
17,35.8
18,35.1
19,33.8
20,33.1
21,32.4
22,31.0
23,29.8
24,29.1
25,28.9
26,27.8
27,25.7
28,24.7
29,24.7
30,24.0
31,22.7
32,21.9
33,21.2
34,20.8
35,20.9
36,19.7
37,18.3
38,16.6
39,13.6
40,11.3
41,11.3
42,12.9
43,14.0
44,13.7
45,12.6
46,11.2
47,8.8
48,8.6
49,8.9
50,8.9
51,8.7
52,6.9
53,6.1
54,5.5
55,5.5
56,5.4
57,4.8
58,4.1
59,3.4
60,3.2
61,2.7
62,2.8
63,1.2
64,1.3
65,1.3
