t,alt
0,1.1
1,1.1
2,1.4
3,3.0
4,20.0
5,38.5
6,46.8
7,46.4
8,44.7
9,44.9
10,44.6
11,43.4
12,40.4
13,38.6
14,38.4
15,38.5
16,39.1
17,39.8
18,39.8
19,39.7
20,39.0
21,39.1
22,38.2
23,36.9
24,35.7
25,36.2
26,36.5
27,36.9
28,37.4
29,36.7
30,35.5
31,34.5
32,34.1
33,34.7
34,35.0
35,34.8
36,34.7
37,34.3
38,33.5
39,33.0
40,32.4
41,32.5
42,32.3
43,32.1
44,32.1
45,31.1
46,29.6
47,28.8
48,28.0
49,27.1
50,26.9
51,27.3
52,26.9
53,26.5
54,26.1
55,25.9
56,25.8
57,23.7
58,21.1
59,20.4
60,20.7
61,21.5
62,21.5
63,21.1
64,20.3
65,19.9
66,19.5
67,19.0
68,18.5
69,18.1
70,18.5
71,17.4
72,16.0
73,15.1
74,14.4
75,13.9
76,13.2
77,11.8
78,9.8
79,10.3
80,10.2
81,7.7
82,6.1
83,5.2
84,4.3
85,3.1
86,1.9
87,2.3
88,3.2
89,4.4
90,3.5
91,2.4
92,2.5
93,2.2
94,0.8
95,0.8
