t,alt
0,0.5
1,0.5
2,1.2
3,2.0
4,25.2
5,40.0
6,46.0
7,45.3
8,42.9
9,40.4
10,39.7
11,40.0
12,40.1
13,39.6
14,39.0
15,38.5
16,38.7
17,38.0
18,37.3
19,36.0
20,33.9
21,33.1
22,31.3
23,28.8
24,27.2
25,25.6
26,24.3
27,23.9
28,24.5
29,24.9
30,24.3
31,21.9
32,20.7
33,19.3
34,18.3
35,17.5
36,18.2
37,19.2
38,19.9
39,18.8
40,17.9
41,18.0
42,17.5
43,17.8
44,18.5
45,18.7
46,17.8
47,14.6
48,16.2
49,17.5
50,18.2
51,17.5
52,14.9
53,12.5
54,10.9
55,11.8
56,12.3
57,12.8
58,13.2
59,11.7
60,11.3
61,10.5
62,9.0
63,7.7
64,6.4
65,4.9
66,3.6
67,2.5
68,3.4
69,3.7
70,3.9
71,3.3
72,1.2
73,0.2
74,0.4
75,0.4
