t,alt
0,0.4
1,0.4
2,0.6
3,1.9
4,9.7
5,33.2
6,39.3
7,39.9
8,40.0
9,38.4
10,35.8
11,34.7
12,35.2
13,36.6
14,38.0
15,38.6
16,38.4
17,38.4
18,38.1
19,38.8
20,38.6
21,37.5
22,37.8
23,38.3
24,36.6
25,38.1
26,39.0
27,40.3
28,40.4
29,40.6
30,40.4
31,40.2
32,38.1
33,35.3
34,38.5
35,40.8
36,42.5
37,42.2
38,38.4
39,34.5
40,34.6
41,36.7
42,38.1
43,38.1
44,38.0
45,37.7
46,39.2
47,40.1
48,36.1
49,35.1
50,34.9
51,33.4
52,32.6
53,33.5
54,35.1
55,35.1
56,35.0
57,34.4
58,32.3
59,30.5
60,28.7
61,28.5
62,28.4
63,24.9
64,21.1
65,18.8
66,15.3
67,15.3
68,17.6
69,18.0
70,17.3
71,17.6
72,18.6
73,18.2
74,16.3
75,14.8
76,14.1
77,14.8
78,15.0
79,14.5
80,15.4
81,16.2
82,17.0
83,16.3
84,15.6
85,16.0
86,16.9
87,17.3
88,18.3
89,18.6
90,19.0
91,18.8
92,19.1
93,19.9
94,19.0
95,18.5
96,19.4
97,19.3
98,18.9
99,17.9
100,19.2
101,19.0
102,19.8
103,21.5
104,21.2
105,21.1
106,22.8
107,25.0
108,25.4
109,24.7
110,23.8
111,24.6
112,25.9
113,27.3
114,27.7
115,27.5
116,29.1
117,30.9
118,31.6
119,32.3
120,31.8
121,31.3
122,33.0
123,35.3
124,34.9
125,33.0
126,33.0
127,35.8
128,37.8
129,39.0
130,40.1
131,40.9
132,42.2
133,43.6
134,45.0
135,45.3
136,44.4
137,45.3
138,47.0
139,49.0
140,50.4
141,49.2
142,50.8
143,51.9
144,53.2
145,54.5
146,54.8
147,55.1
148,54.7
149,53.7
150,54.1
151,55.2
152,56.7
153,58.5
154,59.6
155,58.6
156,56.3
157,57.0
158,59.7
159,60.0
160,59.3
161,59.0
162,58.0
163,58.1
164,57.4
165,53.4
166,51.7
167,54.2
168,58.8
169,59.3
170,58.6
171,58.5
172,57.5
173,56.2
174,54.0
175,54.5
176,57.0
177,57.2
178,54.8
179,52.5
180,51.2
181,50.3
182,49.4
183,51.4
184,53.6
185,54.7
186,53.5
187,53.0
188,53.4
189,54.5
190,53.2
191,50.3
192,48.6
193,49.7
194,50.2
195,50.2
196,50.0
197,49.8
198,48.8
199,47.0
200,49.1
201,50.4
202,49.2
203,50.1
204,51.3
205,47.6
206,43.4
207,39.4
208,40.6
209,44.0
210,46.2
211,46.0
212,42.6
213,42.8
214,44.4
215,45.8
216,46.6
217,45.9
218,43.5
219,41.9
220,41.2
221,41.1
222,41.9
223,43.8
224,44.5
225,43.6
226,42.3
227,41.1
228,40.6
229,41.3
230,42.2
231,42.4
232,40.9
233,40.6
234,41.8
235,41.6
236,40.5
237,38.8
238,39.5
239,40.0
240,38.8
241,36.4
242,35.6
243,36.0
244,39.5
245,40.4
246,38.9
247,38.7
248,38.4
249,37.0
250,35.6
251,35.2
252,36.1
253,35.1
254,34.5
255,32.6
256,29.4
257,25.7
258,25.4
259,26.5
260,26.7
261,26.4
262,27.8
263,26.8
264,26.7
265,26.8
266,27.1
267,26.6
268,26.3
269,25.7
270,23.6
271,23.5
272,24.0
273,25.1
274,26.3
275,25.8
276,25.2
277,25.4
278,25.5
279,24.3
280,23.6
281,25.3
282,26.3
283,26.0
284,26.8
285,26.2
286,24.0
287,24.8
288,25.3
289,25.2
290,24.7
291,24.6
292,25.4
293,25.0
294,24.9
295,24.0
296,24.0
297,24.8
298,25.3
299,24.5
300,23.6
301,24.3
302,24.3
303,23.7
304,22.4
305,20.3
306,20.1
307,21.3
308,20.6
309,19.4
310,18.7
311,18.6
312,17.4
313,16.6
314,15.8
315,14.6
316,13.5
317,12.3
318,11.7
319,12.5
320,10.0
321,7.8
322,6.0
323,3.5
324,3.6
325,3.2
326,3.1
327,2.5
328,1.1
329,-0.1
330,0.0
331,0.0
