t,alt
0,1.4
1,1.3
2,1.6
3,3.7
4,20.6
5,36.8
6,39.5
7,39.2
8,38.0
9,35.8
10,34.9
11,34.1
12,34.4
13,36.2
14,36.3
15,34.9
16,34.0
17,33.6
18,32.4
19,32.5
20,32.3
21,31.1
22,29.1
23,26.5
24,25.6
25,26.5
26,27.6
27,27.1
28,25.8
29,25.5
30,26.0
31,25.5
32,25.2
33,25.0
34,24.5
35,23.9
36,23.3
37,22.5
38,22.1
39,21.8
40,21.5
41,20.6
42,20.1
43,20.0
44,19.2
45,18.0
46,17.7
47,17.6
48,16.7
49,16.4
50,16.4
51,14.8
52,14.4
53,14.6
54,14.2
55,13.3
56,12.2
57,11.5
58,11.2
59,10.6
60,8.3
61,7.1
62,6.9
63,7.9
64,8.3
65,8.1
66,7.6
67,7.5
68,6.0
69,5.6
70,5.0
71,4.1
72,3.7
73,3.5
74,2.4
75,-0.6
76,2.0
77,1.8
78,2.0
79,1.9
80,1.9
