t,alt
0,0.5
1,0.5
2,0.7
3,2.5
4,14.0
5,33.7
6,42.7
7,43.1
8,43.2
9,41.0
10,37.6
11,35.4
12,33.9
13,33.7
14,34.8
15,34.8
16,34.2
17,33.8
18,33.2
19,32.8
20,32.5
21,32.1
22,31.3
23,29.8
24,29.1
25,29.1
26,28.0
27,26.5
28,25.3
29,25.6
30,26.0
31,24.4
32,24.2
33,24.3
34,23.0
35,20.9
36,19.7
37,18.6
38,18.4
39,17.8
40,18.5
41,19.5
42,17.7
43,15.3
44,14.8
45,14.6
46,14.4
47,14.5
48,12.6
49,11.6
50,10.8
51,9.8
52,10.2
53,8.5
54,6.3
55,5.1
56,4.2
57,3.3
58,2.8
59,1.1
60,1.4
61,1.6
62,0.9
63,1.5
64,1.1
65,1.2
66,1.4
67,1.3
68,1.3
69,1.2
70,1.3
71,1.4
72,1.4
73,1.2
74,1.2
75,1.1
76,0.8
77,0.7
